key,en,br,es,pr
ICARUSARMS3,"Equip this part, and you'll gain the ability to fire a powerful Laser Charge Shot.",Equipando esta parte você ganhará a habilidade de atirar um poderoso Tiro Carregado em forma de laser.,Equipa esta parte y obtendrás la habilidad de disparar un potente Disparo Cargado de Láser.,
ICARUSARMS2,I have new parts for you... They're Buster Parts I.,Tenho um novo canhão para você... Buster Parts I.,Tengo nuevas partes para ti... Partes de Cañon I.,
ICARUSBODY4,"Board the capsule to equip this new ability, X.","Entre na cápsula para equipar esta nova habilidade, X.","Entra a la cápsula para equipar esta nueva habilidad, X.",
ICARUSARMS4,"Also, your weapons' Charge Shot will not consume any energy.","Além disso, seus Tiros Carregados não irão consumir energia.","Además, el Disparo Cargado de tus armas no consumirá energía.",
ANTONION_WPNMENU,S. Bomb,S. Bomb,S. Bomb,
<!MissingKey:251:Sonic Drive>,Sonic Drive,,,
ICARUSLEGS3,Equip this part to be able to jump again while in the air and air dash twice.,Elas lhe concederão a habilidade de pular novamente no ar e usar o seu Dash aéreo duas vezes.,Estas partes te daran la habilidad de saltar una vez mas en el aire y podras usar el Dash 2 veces.,
COPYSIGMA3,You plan to take revenge on every Reploid... Every human... In the entire world?,Você pretende se vingar de todo Reploid... De todo humano... No planeta inteiro?,,
<!MissingKey:254:From now on we will be fighting not only Mavericks...>,From now on we will be fighting not only Mavericks...,"A partir de agora, não lutaremos apenas com Mavericks...",,
ICARUSLEGS2,These new parts... They're Foot Parts I.,"Desta vez, tenho botas para você... Foot Parts I.",Prueba estas nuevas partes... Parte de Botas I.,
COPYSIGMA2,"I shall allow you to call me by that name, for I am indeed Sigma.","Eu permito que me chame por esse nome, pois eu sou Sigma.",,
<!MissingKey:257:But also Reploids who honestly believe they are right in their views.>,But also Reploids who honestly believe they are right in their views.,"Mas também contra Reploids igual a nós, apenas com pensamentos diferentes.",,
ICARUSHEAD1,"X... I thought something like this might happen someday, so I've prepared parts for you.","X... Imaginei que algo assim poderia acontecer, então preparei partes para você.","X... Pensé que algo así podría suceder algún día, así que he preparado partes para ti.",
<!MissingKey:259:Put a Stop to What?>,Put a Stop to What?,,,
COPYSIGMA1,Sigma!?,Sigma!?,,
<!MissingKey:261:Defeated Avalanche Yeti without equipping any upgrades.>,Defeated Avalanche Yeti without equipping any upgrades.,,,
DOWN_ACT,down,baixo,Abajo,baixo
COPYSIGMA7,"But, before that, X, perhaps it's time for our final showdown!","Mas antes disso, X, chegou a hora do nosso embate final!",,
INTRO2-8,We new generation Reploids enjoy complete and total immunity to all viruses.,Nós Reploids de nova geração somos completamente imunes a qualquer tipo de vírus.,,
COPYSIGMA6,That old world has decayed and rotted. We will usher in a new world to replace it!,O mundo antigo já apodreceu. Nós criaremos um novo mundo para sucedê-lo!,,
INTRO2-9,So even copying something as dangerous as Sigma provides no risk.,Então copiar algo tão perigoso quanto Sigma não traz risco algum.,,
DISCLAIMER1,"This is a free fangame.

It is not affiliated, associated, authorized, endorsed or in any way officially connected with Capcom or any of it's subsidiaries or it's affiliates.

Mega Man X is a property of Capcom.
Please support the official release!","Este jogo é um fangame gratuito.

Ele não é afiliado, associado, autorizado, aprovado ou oficialmente conectado com a Capcom ou qualquer uma de suas subsidiárias.

Mega Man X é propriedade da Capcom.
Apoie os jogos oficiais!",,"Este jogo é um fangame gratuito.

Ele não é afiliado, associado, autorizado, aprovado ou oficialmente conectado com a Capcom ou qualquer uma de suas afiliadas.

Mega Man X é propriedade da Capcom.
Apoie os jogos oficiais!"
TRILOBYTE4,I'll bury you old heaps of junk right here!,Eu vou enterrar essa sua carcaça bem aqui!,¡Te enterraré aquí en estos viejos montones de chatarra!,
COPYSIGMA5,Put a stop to what? We already control the moon.,Por um fim em quê? Nós já controlamos a lua.,,
"<!MissingKey:270:""Awakening""... That's how Lumine described it.>","""Awakening""... That's how Lumine described it.","""Despertar""... Foi como Lumine descreveu.",,
NEXT_ACT,next weapon,proxima arma,Arma Siguiente,proxima arma
ICARUSHEAD4,"Board the capsule to equip this new ability, X.","Entre na cápsula para equipar esta nova habilidade, X.","Entra a la cápsula para equipar esta nueva habilidad, X.",
COPYSIGMA4,You're completely mad! I'm putting a stop to this right now!,Você está completamente louco! Eu vou por um fim nisso agora!,,
<!MissingKey:274:He said this was evolution... That they were acting on their own free will...>,He said this was evolution... That they were acting on their own free will...,Ele disse que era evolução... Que eles escolheram agir como agiram...,,
ROOSTER_WPNMENU,F. Dash,F. Dash,F. Dash,
TRILOBYTE1,Do you realize that the ore we mine here is used in space development?,Você está ciente que o minério que extraimos aqui é usado no desenvolvimento espacial?,¿Te das cuenta de que el mineral que extraemos aquí se utiliza en el desarrollo espacial?,
<!MissingKey:277:I bet you've been thinking about what Lumine was saying a while ago...>,I bet you've been thinking about what Lumine was saying a while ago...,Aposto que você está pensando no que Lumine falou agora a pouco...,This dialog has been cut.,
<!MissingKey:278:Just becoming Sigma could hardly be called evolution.>,Just becoming Sigma could hardly be called evolution.,Agir como Sigma mal dá pra ser chamado de evolução.,,
TRILOBYTE3,"Even if I explained, I doubt a brainless Maverick Hunter like yourself could understand.","Tsk. Mesmo que eu explicasse, duvido que um Caçador desmiolado como você conseguisse entender.","Incluso si explicara, dudo que un Cazador de Mavericks sin cerebro como tú pudiera entender.",
<!MissingKey:280:From what he said... Sigma won't be coming back.>,From what he said... Sigma won't be coming back.,"Se o que Lumine disse for verdade, Sigma não vai voltar.",,
TRILOBYTE2,Sigma must be behind this! What does he want with these minerals?,"Estou. Me diga, o que Sigma quer com esses minérios?",¡Sigma debe estar detrás de esto! ¿Qué quiere con estos minerales?,
<!MissingKey:282:Defeated Gravity Antonion without taking damage.>,Defeated Gravity Antonion without taking damage.,,,
<!MissingKey:283:If he's right... Then what are we doing...?>,If he's right... Then what are we doing...?,Se isso for verdade... Então o que é que estamos fazendo?,,
<!MissingKey:284:Don't let it get to you.>,Don't let it get to you.,Não deixe isso lhe subir a cabeça.,,
SIGMA1,"Welcome, Maverick Hunter. Our meeting was fated. Our destinies come to a head right here, right now. ","Seja bem-vindo, Caçador de Mavericks. Nosso encontro estava fadado a acontecer. Nosso destino se encerra aqui e agora.",,
SECRET2-1,"Welcome, Mega Man X. I've been waiting for you.",,,
INTRO2-1,This is X! I'm close to the site of the accident near the Orbital Elevator!,Aqui é o X! Estou próximo do local do acidente do Elevador Orbital!,,
ACHIEV_SCREEN_TITLE,Achievements,Conquistas,,
SIGMA2,"The time has come to usher in a new age. And your destruction, X, is an essential part of it.","Chegou a hora de iniciar uma nova era. Sua destruição, X, é parte essencial para que isso aconteça.",,
SECRET2-2,You are different from anyone I've faced before...,,,
INTRO2-2,The place is crawling with Mavericks! ,As redondezas estão infestadas de Mavericks!,,
<!MissingKey:292:Defeated Gravity Antonion without using special weapons.>,Defeated Gravity Antonion without using special weapons.,,,
FINALLUMINE18,...,...,,
SECRET2-3,You exude an aura of peace and mercy. Who are you?,,,
INTRO2-3,I'll make my way to the site. Get ready to send rescue mechaniloids on my signal!,Vou abrir caminho até lá. Se preparem para mandar o resgate ao meu sinal!,,
SIGMA4,"Your dedication to what you refer to as ""justice"" is what first got me thinking... ","Sua dedicação para o que você chama de ""justiça"" foi o que me fez refletir...",,
SECRET2-4,How keen of you to notice this so soon. ,,,
INTRO2-4,Roger!,Entendido!,,
SIGMA5,"I realized the imperfection of this world, and decided I must change it.",Graças a isso eu percebi como este mundo é imperfeito e decidi que eu iria mudá-lo.,,
SECRET2-5,I am Serenade. ,,,
INTRO2-5,S-Sigma...!?,S-Sigma...!?,,
SIGMA6,"Don't blame me for your insanity, Sigma!","Não me culpe pela sua loucura, Sigma!",,
SECRET2-6,You mentioned I'm different from others you faced before?,,,
INTRO2-6,To protect ourselves from damage during the accident...,Para nos proteger de danos durante o acidente... ,,
SIGMA7,"Ha ha ha... it's too late, X. The gears are in motion. There's no turning back now.","Ha ha ha... Já é tarde demais, X. As engrenagens estão girando. Não existe mais volta.",,
SECRET2-7,That is because of my overwhelming power. ,,,
INTRO2-7,We had to copy a sturdy Sigma body.,Tivemos que copiar um corpo resistente como o de Sigma.,,
SIGMA8,"The new generation Reploids were the ones, X. My children are responsible for all of this...","Os Reploids de nova geração conseguiram, X. Meus filhos são os responsáveis por tudo isto...",,
SECRET2-8,Overwhelming...?,,,
SIGMA9,Children? What are you talking about!?,Filhos? Do que você está falando?!,,
SECRET2-9,Correct. I've been training to be stronger ever since I lost the title of UnderKing.,,,
JOYPAD_CTG,Joypad,Controle,Joystick,Controle
WPNDOWN_ACT,wheel down,roda baixo,,
MANTIS_NAME,Dark Mantis,Dark Mantis,,João Grilo
ON_VALUE,ON,Ativo,ON,Ativo
<!MissingKey:316:Cycle of the Six Existences>,Cycle of the Six Existences,Ciclo das Seis Existências,,
STAGE_DC,Stage,Fase,Nivel,Engenho
SHOT_ACT,shot,tiro,Disparo,tiro
<!MissingKey:319:Defeated another Secret Boss.>,Defeated another Secret Boss.,,,
PELEDOSGAMES_DISC,Juggled the Armor well after beating the Boss.,,,
KEYBOARD_CTG,Keyboard,Teclado,Teclado,Teclado
VILEDEFEATEDTWICE_DISC,Defeated Vile twice.,,,
KEYCFG_START,KEY  CONFIG,CONTROLES,CONFIGURAR CONTROLES,CONTROLE ZOADO
<!MissingKey:324:Defeated the Second Phase without equipping any upgrades.>,Defeated the Second Phase without equipping any upgrades.,,,
SHOT2_ACT,shot2,tiro2,Disparo2,tiro2
<!MissingKey:326:For a World that's Doomed>,For a World that's Doomed,,,
MUSIC_OPTION,Music Volume,Volume da Música,Volumen de la Música,Pôe no máximo
<!MissingKey:328:Time for our Final Showdown>,Time for our Final Showdown,,,
<!MissingKey:329:Defeated Optic Sunflower without equipping any upgrades.>,Defeated Optic Sunflower without equipping any upgrades.,,,
<!MissingKey:330:Central White>,Central White,Central Alva,Central Blanca,Trombudo Central
<!MissingKey:331:Troia Base>,Troia Base,Base Troia,Base de Troia,Anta Gorda
<!MissingKey:332:The Route To Space>,The Route To Space,,,
<!MissingKey:333:Metal Valley>,Metal Valley,Vale do Metal,Valle de Metal,Caucaia
INTRO2-13,"I see. Hold tight, I'll signal my team to send in the rescue-","Entendo. Aguentem firme, vou sinalizar minha equipe para que-",,
JUMP_ACT,jump,pulo,Salto,pulo
INTRO2-12,I'm the director in charge of the elevator and the Jakob Project.,Sou responsável pelo elevador e pelo Projeto Jakob.,,
INTRO2-11,I'm Lumine... ,Me chamo Lumine... ,,
INTRO2-10,Who are you?,Quem é você?,,
TANK_ABV,SUB.T,SUB.T,SUB.T,SUB.T
<!MissingKey:340:You Old Model Reploids>,You Old Model Reploids,,,
<!MissingKey:341:Inferno>,Inferno,Incinerador Inferno,Infierno,Favela do Gato Morto
<!MissingKey:342:Defeated Vile at Sigma Palace.>,Defeated Vile at Sigma Palace.,,,
<!MissingKey:343:Portal>,Portal,,,
<!MissingKey:344:Defeated Gigabolt Manowar without using special weapons.>,Defeated Gigabolt Manowar without using special weapons.,,,
<!MissingKey:345:Gotta Go Fast>,Gotta Go Fast,,,
<!MissingKey:346:Gateway>,Gateway,Satélite de Acesso,Punto de Entrada,Arroio dos Ratos
<!MissingKey:347:I Am Indeed Sigma>,I Am Indeed Sigma,,,
WSIZE_OPTION,Window Size,Tamanho da Janela,Tamaño de la Ventana,Deixar grandão
<!MissingKey:349:Puny Maverick Hunter>,Puny Maverick Hunter,,,
TRILOBYTE_NAME,Earthrock Trilobyte,Earthrock Trilobyte,,Tatuzinho de Jardim
SUNFLOWER_NAME,Optic Sunflower,Optic Sunflower,,Óleo de Girassol
<!MissingKey:352:Defeated the Second Phase without taking damage.>,Defeated the Second Phase without taking damage.,,,
<!MissingKey:353:Defeated Dark Mantis without equipping any upgrades.>,Defeated Dark Mantis without equipping any upgrades.,,,
DEFEATEDALL_TITLE,The Orbital Elevator,,,
KEYCFG_TITLE,KEY CONFIG,CONFIGURAÇÃO DE BOTÕES,CONFIGURACIÓN DE BOTONES,DEIXA O DASH NO A
<!MissingKey:356:Defeated the Secret Boss.>,Defeated the Secret Boss.,,,
CRT_OPTION,CRT Filter,Filtro CRT,,
<!MissingKey:358:Ruler of the New World>,Ruler of the New World,,,
DEFAULTHEAD_DISC,Default part.,Parte padrão.,Parte Estandar,
<!MissingKey:360:Your Precious 'Justice'>,Your Precious 'Justice',,,
<!MissingKey:361:Broke your way through Dynasty.>,Broke your way through Dynasty.,,,
<!MissingKey:362:Fire Dash>,Fire Dash,,,
COLLECTALLSUBTANKS_TITLE,Virtue's Last Reward,,,
<!MissingKey:364:Defeated Avalanche Yeti without taking damage.>,Defeated Avalanche Yeti without taking damage.,,,
RESET_ACHIEV_FINISHED,Achivements Progress Cleared.,Progresso Conquistas Apagado.,,
PANDARIDEREACHED_TITLE,Probotector,,,
EXIT_BUTTON,Exit,Sair,Salir,Vazar
HERMESARMS4,"Your weapons will also not consume energy when fired, except when you perform a Charge Shot.","Além disso, suas Armas não consomem energia quando disparadas, exceto quando você usar um Tiro Carregado.","Tus armas tampoco consumirán energía al disparar, excepto cuando realices un Disparo Cargado.",
<!MissingKey:369:Defeated Bamboo Pandamonium without equipping any upgrades.>,Defeated Bamboo Pandamonium without equipping any upgrades.,,,
ICARUSLEGS4,"Board the capsule to equip this new ability, X.","Entre na cápsula para equipar esta nova habilidade, X.","Entra a la cápsula para equipar esta nueva habilidad, X.",
ICARUSARMS_NAME,Buster Parts I,,Parte de Cuerpo I,
PERFECTKILL_TITLE,Mark of the Wolves,,,
ICARUSLEGS1,"X... I thought something like this might happen someday, so I've prepared parts for you.","X... Imaginei que algo assim poderia acontecer, então preparei partes para você.","X... Pensé que algo así podría suceder algún día, así que he preparado partes para ti.",
HERMESARMS2,"Here, try these Buster Parts H.",Teste esse canhão... Buster Parts H.,"Toma, prueba estas Partes de Cañon H.",
HERMESARMS3,Equipping this part will grant you a Spread Shot Charge Attack.,Equipar esta parte lhe dará acesso a um poderoso Tiro Carregado que se propaga em três direções.,"Al equipar esta parte, obtendrás un Ataque Cargado de Disparo Amplio.",
VILE1-5,The Orbital Elevator is too important to us to hurt the one who operates it.,O Elevador Orbital é importante demais para machucarmos quem o opera.,El Elevador Orbital es muy importante para nosotros como para hacerle daño a quien lo opera.,
VILE1-4,Don't worry about our little friend. Lumine is being taken care of. Ha ha ha…,"Não se preocupe, X... Lumine está em boas mãos. Ha ha ha...",No te preocupes por nuestra pequeña Lumine. Estamos cuidándola muy bien. Ja ja ja...,
VILE1-7,The Jakob Project is an important joint venture between humans and reploids!,O Projeto Jakob é uma importante colaboração entre humanos e Reploids!,¡El Proyecto Jakob es un importante proyecto entre Humanos y Reploides!,
VILE1-6,Don't you know what you're doing?,Você não sabe o que está fazendo?,¿No sabes lo que estás haciendo?,
VILE2-1,Vile!,Vile!,Vile!,
<!MissingKey:381:Defeated Vile without taking damage.>,Defeated Vile without taking damage.,,,
VILE1-3,"Reunited after all this time apart, and all you do is bombard me with questions?",Tanto tempo separados e agora que estamos juntos só o que você faz é me encher de perguntas?,"¡Reunidos después de tanto tiempo separados, y todo lo que haces es bombardearme con preguntas!",
VILE1-2,Where have you taken Lumine? Do you plan to hinder the Jakob Project?,Para onde você levou Lumine? Você pretende impedir o Projeto Jakob?,Dónde has llevado a Lumine? ¿Planeas obstaculizar el Proyecto Jakob?,
DEBUG_OPTION,Show Debug,Mostrar Debug,Mostrar Depuracion,Já vai cheatar né
VILE1-9,"Let's enjoy this little reunion, OK?","Vamos curtir nosso momento juntos, OK?","Disfrutemos de nuestra pequeña reunion, OK?",
VILEDEFEATEDTWICE_TITLE,Our Little Reunion,,,
VILE1-8,"Chill out, X...","Relaxa, X...","Tranquilizate, X...",
GAME_START,GAME  START,INICIAR JOGO,INICIAR JUEGO,COMEÇAR ESSA PORRA
COLLECTALLHEARTS_DISC,Collected all Heart Tanks.,,,
INSPIRED_BY,Inspired by,Inspirado pela,Inspirado por,Inspirado pela
<!MissingKey:391:Defeated Dark Mantis without using special weapons.>,Defeated Dark Mantis without using special weapons.,,,
COMPLETION_DC,Completed,Concluído,,Paradas Pegadas
<!MissingKey:393:Accursed Cycle of Aggression>,Accursed Cycle of Aggression,,,
<!MissingKey:394:What We're After>,What We're After,,,
COLLECTFULLHERMES_TITLE,Soul Eraser,,,
<!MissingKey:396:Our Meeting was Fated>,Our Meeting was Fated,,,
CHARGE_OPTION,Charge fade out,Som Carregar Gradual,Sonido de Carga Gradual,ficar doido com charge
COLLECTFULLICARUS_TITLE,Mission Commander,,,
"<!MissingKey:399:I'm counting on you, Zero!>","I'm counting on you, Zero!","Estou contando com você, Zero!",,
<!MissingKey:400:I won't let Vile hold you any longer. You go ahead and take out Sigma!>,I won't let Vile hold you any longer. You go ahead and take out Sigma!,Pode deixar que eu cuido do Vile. Siga em frente e derrote Sigma!,,
<!MissingKey:401:Even if we Reploids are destined to join the scrap heap when that evolutionary step does come about...>,Even if we Reploids are destined to join the scrap heap when that evolutionary step does come about...,Mesmo que nós estejamos destinados a virar sucata quando essa suposta evolução acontecer...,,
"<!MissingKey:402:Zero... Don't you ever get tired of the whole ""justice"" thing?>","Zero... Don't you ever get tired of the whole ""justice"" thing?","Zero... Você não se cansa de toda essa coisa de ""justiça""?",,
<!MissingKey:403:X... >,X... ,X... ,,
"<!MissingKey:404:Sorry to keep you waiting, X. How you've been holding up?>","Sorry to keep you waiting, X. How you've been holding up?","Desculpe por te deixar esperando, X. ",,
"<!MissingKey:405:Not only against Mavericks, but against our own destiny as well.>","Not only against Mavericks, but against our own destiny as well.","Não apenas contra Mavericks, mas também contra o nosso destino.",,
"<!MissingKey:406:Ha ha ha... How I've missed you, Zero!>","Ha ha ha... How I've missed you, Zero!","Ha ha ha... Senti saudades de você, Zero!",,
<!MissingKey:407:Dark Arrow>,Dark Arrow,,,
<!MissingKey:408:We still have to fight.>,We still have to fight.,Nós ainda temos que lutar.,,
<!MissingKey:409:Don't you ever get tired of being Sigma's lap dog?>,Don't you ever get tired of being Sigma's lap dog?,E você não se cansa de ser um pau-mandado do Sigma?,,
"<!MissingKey:410:Ha ha ha! C'mon, X! Is that all you've got?>","Ha ha ha! C'mon, X! Is that all you've got?","Ha ha ha! Qual é, X! Já acabou?",This dialog has been cut.,
ARMORABILITY_ACT,armor ability,ataque esp.,,
VILE3-3,"Ha ha ha... Are you starting to finally piece it together, X? ","Ha ha ha... Finalmente começou a juntar as pontas, X?",,
SIGMA3,...,...,,
VILE3-2,"So, it was Sigma pulling the strings the whole time, wasn't it, Vile?","Então era realmente o Sigma manipulando tudo por trás dos panos, não é, Vile?",,
<!MissingKey:415:Zero!>,Zero!,Zero!,,
VILE3-1,Ha ha ha! You're struggling awful hard for a world that's doomed!,Ha ha ha! Você está fazendo um baita esforço por um mundo que já está perdido.,,
"<!MissingKey:417:I told you already, X! I will haunt you to the day you die!>","I told you already, X! I will haunt you to the day you die!","Eu já te falei isso antes, X... Vou te perseguir até o dia da sua morte!",,
VILE3-7,I don't care what you plan to do. I'll put a stop to it no matter what!,"Não me importo com o que você está planejando. Eu vou te impedir, haja o que houver!",,
"<!MissingKey:419:Can't Go Maverick, Kid>","Can't Go Maverick, Kid",,,
VILE3-6,"At times like this, how important is your precious term ""Maverick""?","Nessas horas, de que vale o seu querido termo ""Maverick""?",,
VILE3-5,The route to space... the thing that's allowed this world to survive this long... is ours!,Tudo aquilo que fez esse mundo sobreviver até agora... é nosso!,,
VILE3-4,The Orbital Elevator... the energy... the space minerals... the rocket data... ,O Elevador Orbital... A Energia... Os Minerais... Os mísseis...,,
PANDA7,I know what you are going to say. ,Prevejo o que estás prestes a expressar.,Sé lo que vas a decir.,
PANDA6,Is that what Sigma believes? But... That's...,Isso é o que Sigma acredita? Mas isso é...,¿Es eso lo que Sigma cree? Pero... Eso...,
PANDA5,That this world wishes for destruction and nothing more?,Que este mundo almeja apenas destruição e nada mais?,¿Que este mundo desea la destrucción y nada más?,
PANDA4,"You mean to tell me you've never thought such things yourself, X?","Então dizes tu que nunca pensastes estas coisas por ti mesmo, X?","¿Quieres decirme que nunca has pensado esas cosas tú mismo, X?",
ROOSTER_NAME,Burn Rooster,Burn Rooster,,Frango de Padaria
PANDA3,What are you talking about? No Reploid wishes for destruction.,Do que você está falando? Nenhum Reploid deseja destruição.,¿De qué estás hablando? Ningún Reploide desea la destrucción.,
<!MissingKey:429:I'm In Complete Control>,I'm In Complete Control,,,
PANDA2,All of history has been spent making things whose sole purpose is to destroy. Missiles... Reploids...,O percurso da história encontra-se marcado de criações cujo único propósito é a destruição. Mísseis... Reploids...,Toda la historia se ha pasado fabricando cosas cuyo único propósito es destruir. Misiles... Reploides...,
PANDA1,Did you know that the earliest form of rocketry was missiles used for war?,"Diga-me, X... Sabias tu que os primeiros motores de propulsão foram criados para mísseis a serem usados em guerra?",¿Sabías que la forma más temprana de cohetería eran misiles usados para la guerra?,
SIGMA3,...,...,,
FINALLUMINE19,"Yes, he rebelled against your world. Perhaps due to a virus.","Sim, ele declarou guerra ao seu mundo. Devido a um vírus? Talvez.",,
FINALLUMINE16,No Reploid would choose to be insane like Sigma!,Nenhum Reploid escolheria ser insano como Sigma!,,
FINALLUMINE17,"Think about it, X... 
Was Sigma really crazy?","Pense um pouco, X... 
Sigma era realmente louco?",,
FINALLUMINE14,"That's what grants us total immunity to all viruses. We can act how we choose, as it guarantees our own free will!",Isso garante nosso livre arbítrio. Cada uma de nossas ações foi escolhida por nós mesmos!,,
FINALLUMINE15,And that might include acting as Sigma once did before us... Do you understand what I'm getting at here?,"Isso inclui agir como Sigma agiu antes de nós... Entende onde quero chegar, X?",,
FINALLUMINE12,Who knows what might be influencing you at this very moment?,Quem sabe o que está te controlando neste exato momento?,,
<!MissingKey:439:Dynasty>,Dynasty,Usina Dinastia,Dinastía,Marginal do Tietê
PANDA9,"That's why we are forced to fight, you see.",Precisamente por este motivo somos obrigados a lutar.,Es por eso que estamos obligados a luchar.,
FINALLUMINE13,"However, we new generation Reploids were built using data derived from hundreds of old model Repolids. ","Porém, nós Reploids de nova geração fomos construídos de forma a ser imune a qualquer tipo de vírus.",,
PANDA8,"You think that idea to be Maverick, don't you?","Presumes que esta concepção é algo naturalmente Maverick, estou certo?","Piensas que esa idea es ser Maverick, ¿verdad?",
FINALLUMINE25,...!,...!,,
FINALLUMINE11,Old models like you have to worry if your actions are truly your own. ,Reploids antigos como você tem que se preocupar se suas ações são realmente suas.,,
STRONG_VALUE,Strong,Forte,,
PANDA_NAME,Bamboo Pandamonium,Bamboo Pandamonium,,E o Bambú?
<!MissingKey:447:Drift Diamond>,Drift Diamond,,,
<!MissingKey:448:Brainless Maverick Hunter>,Brainless Maverick Hunter,,,
ACHIEV_OPTION,Show Achievements,Mostrar Conquistas,,
<!MissingKey:450:Defeated Burn Rooster without taking damage.>,Defeated Burn Rooster without taking damage.,,,
VILE4-4,I'll defeat both you and Sigma!,Derrotarei tanto você quanto Sigma!,,
VILE4-5,Ha ha ha... I suppose it'd be a waste to just destroy you now...,Ha ha ha... Seria um desperdício destruir você agora...,,
VILE4-6,Maybe I'll wait till the last possible moment and have a little fun with this!,Vou me divertir e só acabar com você no último segundo!,,
VILE4-1,"So, you still refuse to give up your struggle, eh?","Ainda se recusando a desistir, não é?",,
<!MissingKey:455:Beat the game.>,Beat the game.,,,
VILE4-2,Are you so blind that you've somehow convinced yourself that hope remains?,Está tão cego que conseguiu se convencer que ainda existe esperança?,,
VILE4-3,"As long as I'm standing, there's hope!","Enquanto eu estiver lutando, existirá esperança!",,
CLEARSAVE_CONFIRM,Press again to confirm,Pressione novamente para confirmar,Presiona Nuevamente Para Confirmar,Pressione novamente para confirmar
<!MissingKey:459:Defeated Avalanche Yeti without using special weapons.>,Defeated Avalanche Yeti without using special weapons.,,,
ICARUSBODY_NAME,Body Parts I,,Parte de Botas I,
ICARUSHEAD_DISC,Creates damaging area during jump,Pulo causa dano em inimigos.,Crea un área dañina durante el salto,
DEFAULTLEGS_NAME,Default Foot,Botas Padrão,Botas Estandar,
SOUND_OPTION,Sound Volume,Volume dos Sons,Volumen de los Sonidos,Zoada
CLEARSAVE_OPTION,Clear save game and reset,Deletar Jogo Salvo e Resetar,Borrar Juego Guardado y Reiniciar,Apagar a poha toda
<!MissingKey:465:Defeated the Impostor without equipping any upgrades.>,Defeated the Impostor without equipping any upgrades.,,,
WPNRIGHT_ACT,wheel right,roda dir.,,
COLLECTFULLHERMES_DISC,Collected All Hermes Parts.,,,
<!MissingKey:468:The Price I Have To Pay>,The Price I Have To Pay,,,
<!MissingKey:469:Optic Shield>,Optic Shield,,,
<!MissingKey:470:Stopped the Lava Wall at Inferno.>,Stopped the Lava Wall at Inferno.,,,
HERMESARMS_DISC,Weapon shots consume no ammo.,Tiros de Arma não gastam munição.,Los disparos del Arma no consumen munición,
<!MissingKey:472:Defeated Vile at the top of the Orbital Elevator.>,Defeated Vile at the top of the Orbital Elevator.,,,
PANDA_WPNMENU,B. Launcher,B. Launcher,B. Launcher,
UP_ACT,up,cima,Arriba,cima
DEFAULTARMS_NAME,Default Buster,Canhão Padrão,Cañón Estandar,
HERMESHEAD_NAME,Head Parts H,Head Parts H,Parte de Cabeza H,
<!MissingKey:477:Broke your way through Central White.>,Broke your way through Central White.,,,
DASH_ACT,dash,dash,Dash,dash
CONFIRM_ACT,menu confirm,confirmar,Confirmar,confirmar
<!MissingKey:480:We Are Forced To Fight>,We Are Forced To Fight,,,
<!MissingKey:481:Long Time No See>,Long Time No See,,,
<!MissingKey:482:Sigma Palace>,Sigma Palace,Palácio Lunar Sigma,Palacio de Sigma,Rolândia
<!MissingKey:483:This Is No Ordinary Riot>,This Is No Ordinary Riot,,,
<!MissingKey:484:Chrono Cross>,Chrono Cross,,,
RIGHT_ACT,right,direita,Derecha,direita
ANTONION_NAME,Gravity Antonion,Gravity Antonion,,Toninho Tanajura
GATEWAYFIESTA_TITLE,Desperados,,,
VILEDEVILBEARDEFEATED_TITLE,Steel Assault,,,
HERMESHEAD_DISC,Charges faster.,Carregamento de tiro mais rápido.,Carga más rápido.,
HERMESLEGS_NAME,Foot Parts H,Foot Parts H,Parte de Botas H,
INTRO3-5,Not a chance. The Orbital Elevator is under our control now...,Sem chance. O Elevador Orbital está sob nosso controle agora... ,,
INTRO3-4,You’re a wanted criminal! Stop and let Lumine go!,Você é um criminoso procurado! Pare e liberte Lumine!,,
<!MissingKey:493:Defeated Earthrock Trilobyte without taking damage.>,Defeated Earthrock Trilobyte without taking damage.,,,
<!MissingKey:494:Defeated the Impostor.>,Defeated the Impostor.,,,
INTRO3-7,"It begins now, X... 
A new world will be born! 
Ha ha ha!","Tudo começa agora, X... 
Um novo mundo está nascendo! Ha ha ha!",,
INTRO3-6,Just what do you plan to do?!,O que é que você está planejando?!,,
INTRO3-1,"How nice to see you again, X!","É muito bom te ver de novo, X!",,
INTRO3-3,"Ha ha ha... I'd love to stay and play with you, but I'm afraid I have too much work to do...","Ha ha ha... Eu adoraria brincar com você, mas tenho trabalho a fazer... ",,
INTRO3-2,Vile?!,Vile?!,,
FINALLUMINE30,The world is changing! It's only natural that evolution take it's course!,O mundo está mudando! A evolução está tomando seu curso!,,
FINALLUMINE31,"Now, line up to be exterminated!",Agora prepare-se para ser exterminado!,,
FINALLUMINE32,Lumine... I can't help but treat you as an enemy!,Lumine... Não tenho escolha a não ser te tratar como inimigo!,,
FINALLUMINE33,Enemy... Ally... This issue isn't so black and white.,Inimigo... Aliado... Esse assunto não é tão preto e branco assim.,,
FINALLUMINE34,"Reploids, along with humanity, have irrevocably changed.",Humanos e Reploids mudaram e não há como voltar atrás.,,
FINALLUMINE35,The nature of their existence has also changed...,A natureza de sua existência também mudou...,,
FINALLUMINE36,And you are not needed in our new world!,Você não é mais necessário em nosso novo mundo!,,
