key,en,br,es,pr
<!MissingKey:225:If he's right... Then what are we doing...?>,If he's right... Then what are we doing...?,Se isso for verdade... Então o que é que estamos fazendo?,,
VILE1-6,Don't you know what you're doing?,Você não sabe o que está fazendo?,¿No sabes lo que estás haciendo?,
<!MissingKey:227:Don't let it get to you.>,Don't let it get to you.,Não deixe isso lhe subir a cabeça.,,
VILE2-1,Vile!,Vile!,Vile!,
VILE1-3,"Reunited after all this time apart, and all you do is bombard me with questions?",Tanto tempo separados e agora que estamos juntos só o que você faz é me encher de perguntas?,"¡Reunidos después de tanto tiempo separados, y todo lo que haces es bombardearme con preguntas!",
VILE1-2,Where have you taken Lumine? Do you plan to hinder the Jakob Project?,Para onde você levou Lumine? Você pretende impedir o Projeto Jakob?,Dónde has llevado a Lumine? ¿Planeas obstaculizar el Proyecto Jakob?,
SHOT2_ACT,shot2,tiro2,Disparo2,tiro2
DEFAULTHEAD_DISC,Default part.,Parte padrão.,Parte Estandar,
VILE1-9,"Let's enjoy this little reunion, OK?","Vamos curtir nosso momento juntos, OK?","Disfrutemos de nuestra pequeña reunion, OK?",
VILE1-8,"Chill out, X...","Relaxa, X...","Tranquilizate, X...",
ICARUSBODY_DISC,Immune to knockback.,Não é empurrado ao tomar dano.,Inmune al empujo al recibir daño,
ICARUSBODY1,"X... I thought something like this might happen someday, so I've prepared parts for you.","X... Imaginei que algo assim poderia acontecer, então preparei partes para você.","X... Pensé que algo así podría suceder algún día, así que he preparado partes para ti.",
MUSIC_OPTION,Music Volume,Volume da Música,Volumen de la Música,Pôe no máximo
ICARUSARMS3,"Equip this part, and you'll gain the ability to fire a powerful Laser Charge Shot.",Equipando esta parte você ganhará a habilidade de atirar um poderoso Tiro Carregado em forma de laser.,Equipa esta parte y obtendrás la habilidad de disparar un potente Disparo Cargado de Láser.,
<!MissingKey:239:Troia Base>,Troia Base,Base Troia,,Anta Gorda
MANOWAR_WPNMENU,T. Dancer,T. Dancer,T. Dancer,
ICARUSARMS2,I have new parts for you... They're Buster Parts I.,Tenho um novo canhão para você... Buster Parts I.,Tengo nuevas partes para ti... Buster Parts I.,
<!MissingKey:242:Blast Launcher>,Blast Launcher,,,
ICARUSBODY4,"Board the capsule to equip this new ability, X.","Entre na cápsula para equipar esta nova habilidade, X.","Entra a la cápsula para equipar esta nueva habilidad, X.",
TANK_ABV,SUB.T,SUB.T,SUB.T,SUB.T
ICARUSARMS4,"Also, your weapons' Charge Shot will not consume any energy.","Além disso, seus Tiros Carregados não irão consumir energia.","Además, el Disparo Cargado de tus armas no consumirá energía.",
ICARUSLEGS_NAME,Foot Parts I,,,
<!MissingKey:247:You get>,You get,Você obteve,Obtienes,
<!MissingKey:248:Crystal Bouncer>,Crystal Bouncer,,,
SIGMA12,"Now, X... You will be destroyed along with the rest of this decayed world!","Agora, X... Você será destruído junto com esse seu mundo decaído!",,
SIGMA11,Wallow in despair and hopelessness! You are powerless in the face of the ruler of the new world!,Sinta a angústia e o desespero! Você é impotente perante o rei do novo mundo!,,
SIGMA10,The Jakob Project... The program that gave birth to the new generation Reploids... It only happened because of me!,O Projeto Jakob... O programa que deu origem aos Reploids de nova geração... Se deu por minha causa!,,
ICARUSHEAD_DISC,Creates damaging area during jump,Pulo causa dano em inimigos.,Crea un área dañina durante el salto,
WPNRIGHT_ACT,wheel right,roda dir.,,
VILE3-3,"Ha ha ha... Are you starting to finally piece it together, X? ","Ha ha ha... Finalmente começou a juntar as pontas, X?",,
VILE3-2,"So, it was Sigma pulling the strings the whole time, wasn't it, Vile?","Então era realmente o Sigma manipulando tudo por trás dos panos, não é, Vile?",,
COMPLETION_DC,Completed,Concluído,,Paradas Pegadas
DEBUG_OPTION,Show Debug,Mostrar Debug,Mostrar Depuracion,Já vai cheatar né
VILE3-1,Ha ha ha! You're struggling awful hard for a world that's doomed!,Ha ha ha! Você está fazendo um baita esforço por um mundo que já está perdido.,,
VILE3-7,I don't care what you plan to do. I'll put a stop to it no matter what!,"Não me importo com o que você está planejando. Eu vou te impedir, haja o que houver!",,
VILE3-6,"At times like this, how important is your precious term ""Maverick""?","Nessas horas, de que vale o seu querido termo ""Maverick""?",,
VILE3-5,The route to space... the thing that's allowed this world to survive this long... is ours!,Tudo aquilo que fez esse mundo sobreviver até agora... é nosso!,,
PAUSE_ACT,pause menu,pausar,Pausar,pausar
CHARGE_OPTION,Charge fade out,Som Carregar Gradual,Sonido de Carga Gradual,ficar doido com charge
VILE3-4,The Orbital Elevator... the energy... the space minerals... the rocket data... ,O Elevador Orbital... A Energia... Os Minerais... Os mísseis...,,
<!MissingKey:265:Dark Arrow>,Dark Arrow,,,
PANDA_NAME,Bamboo Pandamonium,Bamboo Pandamonium,,E o Bambú?
X_WPNMENU,X. Buster,X. Buster,X. Buster,
LANGUAGE_OPTION,Language,Idioma,Idioma,Lingua
<!MissingKey:269:Even if we Reploids are destined to join the scrap heap when that evolutionary step does come about...>,Even if we Reploids are destined to join the scrap heap when that evolutionary step does come about...,Mesmo que nós estejamos destinados a virar sucata quando essa suposta evolução acontecer...,,
FINALLUMINE30,The world is changing! It's only natural that evolution take it's course!,O mundo está mudando! A evolução está tomando seu curso!,,
<!MissingKey:271:X... >,X... ,X... ,,
FINALLUMINE31,"Now, line up to be exterminated!",Agora prepare-se para ser exterminado!,,
"<!MissingKey:273:Not only against Mavericks, but against our own destiny as well.>","Not only against Mavericks, but against our own destiny as well.","Não apenas contra Mavericks, mas também contra o nosso destino.",,
FINALLUMINE32,Lumine... I can't help but treat you as an enemy!,Lumine... Não tenho escolha a não ser te tratar como inimigo!,,
<!MissingKey:275:We still have to fight.>,We still have to fight.,Nós ainda temos que lutar.,,
FINALLUMINE33,Enemy... Ally... This issue isn't so black and white.,Inimigo... Aliado... Esse assunto não é tão preto e branco assim.,,
FINALLUMINE34,"Reploids, along with humanity, have irrevocably changed.",Humanos e Reploids mudaram e não há como voltar atrás.,,
FINALLUMINE18,...,...,,
FINALLUMINE35,The nature of their existence has also changed...,A natureza de sua existência também mudou...,,
FINALLUMINE36,And you are not needed in our new world!,Você não é mais necessário em nosso novo mundo!,,
FINALLUMINE29,Ha ha...! Don't make me laugh...,Ha ha...! Não me faça rir...,,
ANTONION_NAME,Gravity Antonion,Gravity Antonion,,Toninho Tanajura
FINALLUMINE28,And you think you can stand up to those of us who have evolved this far?,"Pensa que pode enfrentar a nós, que evoluímos a esse ponto?",,
SUNFLOWER_WPNMENU,O. Shield,O. Shield,O. Shield,
FINALLUMINE23,In other words...,Em outras palavras...,,
FINALLUMINE22,That's why our decision to wage battle against the old world was made consciously.,Por isso nós conscientemente tomamos a decisão de lutar contra este seu mundo.,,
FINALLUMINE21,Humans using Reploids to perpetuate their accursed cycle of aggression...,Humanos usando Reploids para perpetuar um terrível ciclo de violência...,,
FINALLUMINE20,"Even so, his struggle showed all of us how this world is rotten!","Mesmo assim, ele mostrou a todos o quanto o seu mundo está podre!",,
FINALLUMINE27,You're merely a tool of the humans. Nothing but a tool of the old world...,Você é só uma ferramenta dos humanos. Nada mais do que isso.,,
ICARUSARMS_NAME,Buster Parts I,,,
ICARUSHEAD1,"X... I thought something like this might happen someday, so I've prepared parts for you.","X... Imaginei que algo assim poderia acontecer, então preparei partes para você.","X... Pensé que algo así podría suceder algún día, así que he preparado partes para ti.",
FINALLUMINE26,X... Do you really have what it takes to stop us?,X... Você acha que tem o que é preciso para nos deter?,,
BOSS_DC,Boss,Chefe,Jefe,Capitão do Mato
ICARUSHEAD2,Here you are... Head Parts I.,Tome este capacete... Head Parts I.,Aqui tienes... Head Parts I.,
HERMESARMS_NAME,Buster Parts H,,,
FINALLUMINE10,...!,...!,,
WSIZE_OPTION,Window Size,Tamanho da Janela,Tamaño de la Ventana,Deixar grandão
ICARUSHEAD3,"With this part equipped, you will cause damage to enemies by jumping near them.",Com esta parte equipada você causará dano ao pular próximo de inimigos.,"Con esta parte equipada, causarás daño a los enemigos al saltar cerca de ellos.",
FINALLUMINE24,We possess the power to go Maverick at will!,Nós podemos escolher nos tornar Maverick!,,
ICARUSHEAD4,"Board the capsule to equip this new ability, X.","Entre na cápsula para equipar esta nova habilidade, X.","Entra a la cápsula para equipar esta nueva habilidad, X.",
TRILOBYTE_NAME,Earthrock Trilobyte,Earthrock Trilobyte,,Tatuzinho de Jardim
HERMESBODY_NAME,Body Parts H,,,
SIGMA3,...,...,,
,,,,
FINALLUMINE19,"Yes, he rebelled against your world. Perhaps due to a virus.","Sim, ele declarou guerra ao seu mundo. Devido a um vírus? Talvez.",,
FINALLUMINE16,No Reploid would choose to be insane like Sigma!,Nenhum Reploid escolheria ser insano como Sigma!,,
FINALLUMINE17,"Think about it, X... 
Was Sigma really crazy?","Pense um pouco, X... 
Sigma era realmente louco?",,
FINALLUMINE14,"That's what grants us total immunity to all viruses. We can act how we choose, as it guarantees our own free will!",Isso garante nosso livre arbítrio. Cada uma de nossas ações foi escolhida por nós mesmos!,,
SIGMA1,"Welcome, Maverick Hunter. Our meeting was fated. Our destinies come to a head right here, right now. ","Seja bem-vindo, Caçador de Mavericks. Nosso encontro estava fadado a acontecer. Nosso destino se encerra aqui e agora.",,
FINALLUMINE15,And that might include acting as Sigma once did before us... Do you understand what I'm getting at here?,"Isso inclui agir como Sigma agiu antes de nós... Entende onde quero chegar, X?",,
SIGMA2,"The time has come to usher in a new age. And your destruction, X, is an essential part of it.","Chegou a hora de iniciar uma nova era. Sua destruição, X, é parte essencial para que isso aconteça.",,
FINALLUMINE12,Who knows what might be influencing you at this very moment?,Quem sabe o que está te controlando neste exato momento?,,
SIGMA3,...,...,,
PREV_ACT,prev weapon,arma anterior,Arma Anterior,arma anterior
FINALLUMINE13,"However, we new generation Reploids were built using data derived from hundreds of old model Repolids. ","Porém, nós Reploids de nova geração fomos construídos de forma a ser imune a qualquer tipo de vírus.",,
SIGMA4,"Your dedication to what you refer to as ""justice"" is what first got me thinking... ","Sua dedicação para o que você chama de ""justiça"" foi o que me fez refletir...",,
FINALLUMINE25,...!,...!,,
SIGMA5,"I realized the imperfection of this world, and decided I must change it.",Graças a isso eu percebi como este mundo é imperfeito e decidi que eu iria mudá-lo.,,
DISCLAIMER1,"This is a free fangame.

It is not affiliated, associated, authorized, endorsed or in any way officially connected with Capcom or any of it's subsidiaries or it's affiliates.

Mega Man X is a property of Capcom.
Please support the official release!","Este jogo é um fangame gratuito.

Ele não é afiliado, associado, autorizado, aprovado ou oficialmente conectado com a Capcom ou qualquer uma de suas subsidiárias.

Mega Man X é propriedade da Capcom.
Apoie os jogos oficiais!",,"Este jogo é um fangame gratuito.

Ele não é afiliado, associado, autorizado, aprovado ou oficialmente conectado com a Capcom ou qualquer uma de suas afiliadas.

Mega Man X é propriedade da Capcom.
Apoie os jogos oficiais!"
FINALLUMINE11,Old models like you have to worry if your actions are truly your own. ,Reploids antigos como você tem que se preocupar se suas ações são realmente suas.,,
SIGMA6,"Don't blame me for your insanity, Sigma!","Não me culpe pela sua loucura, Sigma!",,
SIGMA7,"Ha ha ha... it's too late, X. The gears are in motion. There's no turning back now.","Ha ha ha... Já é tarde demais, X. As engrenagens estão girando. Não existe mais volta.",,
SIGMA8,"The new generation Reploids were the ones, X. My children are responsible for all of this...","Os Reploids de nova geração conseguiram, X. Meus filhos são os responsáveis por tudo isto...",,
SIGMA9,Children? What are you talking about!?,Filhos? Do que você está falando?!,,
DASH_ACT,dash,dash,Dash,dash
OPTIONS_TITLE,OPTIONS,OPÇÕES,OPCIONES,OPÇÕES
COPYSIGMA3,You plan to take revenge on every Reploid... Every human... In the entire world?,Você pretende se vingar de todo Reploid... De todo humano... No planeta inteiro?,,
<!MissingKey:328:Pitch Black>,Pitch Black,Arsenal Soturno,,Santa Rita do Passa Quatro
SKIP_DIAG_OPTION,Skippable Dialogs,Diálogos Puláveis,,
COPYSIGMA2,"I shall allow you to call me by that name, for I am indeed Sigma.","Eu permito que me chame por esse nome, pois eu sou Sigma.",,
COPYSIGMA1,Sigma!?,Sigma!?,,
COPYSIGMA7,"But, before that, X, perhaps it's time for our final showdown!","Mas antes disso, X, chegou a hora do nosso embate final!",,
COPYSIGMA6,That old world has decayed and rotted. We will usher in a new world to replace it!,O mundo antigo já apodreceu. Nós criaremos um novo mundo para sucedê-lo!,,
COPYSIGMA5,Put a stop to what? We already control the moon.,Por um fim em quê? Nós já controlamos a lua.,,
ENDING2-4,Roger... ,Entendido... ,,
COPYSIGMA4,You're completely mad! I'm putting a stop to this right now!,Você está completamente louco! Eu vou por um fim nisso agora!,,
ENDING2-3,I’m headed back now... ,Estou retornando agora... ,,
ENDING2-2,The enemy... Has been dealt with.,A missão... foi concluída.,,
ENDING2-1,This is X…,Aqui é o X...,,
TRILOBYTE4,I'll bury you old heaps of junk right here!,Eu vou enterrar essa sua carcaça bem aqui!,¡Te enterraré aquí en estos viejos montones de chatarra!,
TRILOBYTE1,Do you realize that the ore we mine here is used in space development?,Você está ciente que o minério que extraimos aqui é usado no desenvolvimento espacial?,¿Te das cuenta de que el mineral que extraemos aquí se utiliza en el desarrollo espacial?,
ICARUSLEGS4,"Board the capsule to equip this new ability, X.","Entre na cápsula para equipar esta nova habilidade, X.","Entra a la cápsula para equipar esta nueva habilidad, X.",
HERMESBODY3,"With this part equipped, you will be able to heal damage taken by hitting or destroying enemies.",Com esta parte equipada você será capaz de recuperar vida ao acertar um inimigo logo após receber dano.,"Con esta parte equipada, podrás curar el daño recibido golpeando o destruyendo enemigos con tu Buster",
TRILOBYTE3,"Even if I explained, I doubt a brainless Maverick Hunter like yourself could understand.","Tsk. Mesmo que eu explicasse, duvido que um Caçador desmiolado como você conseguisse entender.","Incluso si explicara, dudo que un Cazador de Mavericks sin cerebro como tú pudiera entender.",
HERMESBODY2,Here... Try Body Parts H.,Aqui está... Este peitoral chama-se Body Parts H.,Toma...  Este peto es el Body Parts H.,
TRILOBYTE2,Sigma must be behind this! What does he want with these minerals?,"Estou. Me diga, o que Sigma quer com esses minérios?",¡Sigma debe estar detrás de esto! ¿Qué quiere con estos minerales?,
LEFT_ACT,left,esquerda,Izquierda,esquerda
ICARUSLEGS1,"X... I thought something like this might happen someday, so I've prepared parts for you.","X... Imaginei que algo assim poderia acontecer, então preparei partes para você.","X... Pensé que algo así podría suceder algún día, así que he preparado partes para ti.",
